show_id;type;title;director;cast;country;date_added;release_year;rating;duration;listed_in;description;imdb_rating;imdb_vote
206;Movie;The Peacemaker;Mimi Leder;George Clooney, Nicole Kidman, Marcel Iures, Aleksandr Baluev, Rene Medvesek, Gary Werntz, Randall Batinkoff, Jim Haynie, Alexander Strobele, Holt McCallany, Michael Boatman, Joan Copeland, Carlos G«mez, Armin Mueller-Stahl, Slavko Juraga, Aleksandr Peskov, Dejan Acimovic, Harsh Nayyar, Matt Adler, Tamara Tunie, Aleksandr Yatsko, Bruce MacVittie, Lubomðr Paulovic, Charles Dumas, Ramsey Faragallah, Murphy Guyer, Leslie Dilley, David S. Lomax, Adina Porter, Hubert Kramar, Alma Cuervo, Sebastian Roch?, Blaise Corrigan, Gordon Catlin, John Ottavio, Goran Visnjic, Jay Acovone, Hannah Leder, James Colby, Jean Rogers, Matt Winston, Terry Serpico, Thom Mathews, Jerry Dixon, David Lagle, Louis Mustillo, Bozidar Smiljanic, Michael Potts, Richard Poe, Slobodan Dimitrijevic, Martin Nikodm, Charles Cavalier, Jerome Jamal Hardeman, Dave Simonds, Irmelin Mai Hoffer, Chuck Cooper, Jono Kouzouyan, Jared Chandler, Evert Sooster, Branko Lustig, Matthew Sussman, Bill Christ, William Hill, Bernie McInerney, Andrea Doven, James DuMont, Mark W. Johnson, Aleksandr Kuznetsov, Ed Semenov, Bruce Gray, Endre Hules, Adam Alexi-Malle, Steve Altes, Eric Attio, Roxana Benseman, Maria Capp, Ricardo Cordero, Rob Cristiano, Christopher Del Gaudio, Frank Fortunato, Jason H. Karniol, Tom Kirrane Martinez, Marshall Dancing Elk Lucas, Paul G. Lyons, Ronnie Marmo, Clifford Minkoff, Bonnie Monaghan, Josh Mowery, Steve Nuke, Francesco Paladino, Todo Segalla, Ron Severdia, Lucy Smith, Oriana Nicole Tavoularis;United States;01/01/2020;1997;R;124 min;Action, Thriller;After terrorists trigger a nuclear blast in Russia, a U.S. Special Forces intelligence agent and a nuclear weapons expert come to the rescue.;6;56148
207;Movie;Hide and Seek;John Polson;Robert De Niro, Dakota Fanning, Famke Janssen, Elisabeth Shue, Amy Irving, Dylan Baker, Melissa Leo, Robert John Burke, Molly Grant Kallins, David Chandler, Stewart Summers, Jake Dylan Baumer, Josh Flitter, Alicia Harding, James McCaffrey, Rose Pasquale, Brendan Sexton III;Germany, United States;19/08/2017;2016;TV-14;104 min;Drama, Horror, Mystery, Thriller;While living a comfortable life with his wife and child, a germophobic man realizes his estranged brother may have committed a terrible crime.;6;83453
208;Movie;Hitch;Andy Tennant;Will Smith, Eva Mendes, Kevin James, Amber Valletta, Julie Ann Emery, Adam Arkin, Robinne Lee, Nathan Lee Graham, Michael Rapaport, Jeffrey Donovan, Paula Patton, Philip Bosco, Kevin Sussman, Navia Nguyen, Matt Malloy, Maria Thayer, Ato Essandoh, Marlyne Barrett, Jack Hartnett, David Wike, Frederick B. Owens, Jenna Stern, Austin Lysy, Adam LeFevre, Joe Lo Truglio, Ptolemy Slocum, Kahan James, Matt Servitto, Amy Hohn, Mimi Weddell, Maulik Pancholy, Caprice Benedetti, Tony Travis, Mercedes L«pez Renard, Jose Llana, Niels Koizumi, Chris Santos, Ryan Cross, Tobias Truvillion, Jeffrey Carlson, Henri Binje, Rain Phoenix, Remy K. Selma, Beau Sia, Mika Nishida, Trevor Oswalt, Darrell Foster, Douglas J. Aguirre, Alba Albanese, Anthony Amodeo, Casper Andreas, Anya Avaeva, Brielle Barbusca, Adam Bertocci, Andre Blair, Aneikit Bonnel, Kimberly Cash, Keith Chambers, Valbona Coba, Dono Cunningham, Thomas Daniel, Vincent De Paul, Michelle Deighton, Tom Detrik, Cesar Di Parra, Michelle DiBenedetti, Mike Fitzgerald, Munjeet Geyer, Alexandra Gizela, Ranardo Domeico Grays, Darryl Reuben Hall, Scott Hatfield, Marianne Hettinger, Lou Irizarry, Rick Kain, Tanzeel Kayani, Tanda Kerðn, Arnold Y. Kim, Bill Kotsatos, Fran Kranz, Sulinh Lafontaine, Alexa Lane, Debbie Lang, Christina Lauren, Evan Leone, Joanna Lu, Bobby Lundon, Rebecca Mader, Brewster McCall, Adam Wade McLaughlin, Amy Metroka, Kevin Kean Murphy, John O. Nelson, Maria Nomi, Dwight Allen ONeal, Nancy Otero, Jennifer Pedersen, Nick Poltoranin, Nicolas Quilter, Dawn Ressy, Trevor Richardson, Amro Salama, Nina Sanchez, Michalina Scorzelli, Jennifer Scott, Cameron Stevens, Jaclyn Tommer, Tim Tyrrell, Keri Uribe, Olivia Weston, Kyle Willshire, Joe Wissler, Alexander Wraith, Shane Wright, Mike Yedwab, Dianne Zaremba;United States;01/01/2020;2005;PG-13;118 min;Comedy, Romance;Smooth and sexy Hitch helps clients make a great first impression on a date, but hes thrown when a lovely reporter starts nosing around his business.;6,6;304157
209;Movie;The Mask of Zorro;Martin Campbell;Jos? Marða de Tavira, Diego Sieres, Emiliano Guerra, Yolanda Orizaga, Paco Morayta, William Marquez, Stuart Wilson, Tony Amendola, Anthony Hopkins, Pedro Altamirano, Luisa Huertas, Marða Fern˜ndez Cruz, M«nica Fern˜ndez Cruz, Julieta Rosen, Antonio Banderas, Ra?l Martðnez, Victor Rivers, L.Q. Jones, Jos? P?rez, Tony Cabral, Tony Genaro, Iv˜n Rafael, David Villalpando, Matt Letscher, Maury Chaykin, Paul Ganus, Sergio Espinoza, Conrad Roberts, Abel Woolrich, Pedro Armend˜riz Jr., Mois?s Su˜rez, Humberto Elizondo, Fernando Becerril, Alberto Carrera, Eduardo L«pez, Gonzalo Lora, Rudy Miller, Manolo Pastor, Diego Sandoval, Catherine Zeta-Jones, Enrike Palma, Erika Carlsson, Manuel de Jes?s V˜squez Morales, ?scar Zerafðn Gonz˜lez, Vanessa Bauche, Kelsie Kimberli Garcia, Kaylissa Keli Garcia, Joaquim de Almeida, JD Roberto, Eduardo Roman, Taso N. Stavrakis;United States, Mexico, Germany;01/01/2020;1998;PG-13;138 min;Action, Adventure, Comedy, Romance, Thriller, Western;An aging Zorro passes the torch to a young successor, schooling him in discipline and training him to take up the sword against crooked officials.;6,8;175245
210;Movie;How the Grinch Stole Christmas;Ron Howard;Jim Carrey, Taylor Momsen, Kelley, Jeffrey Tambor, Christine Baranski, Bill Irwin, Molly Shannon, Clint Howard, Josh Ryan Evans, Mindy Sterling, Rachel Winfree, Rance Howard, Jeremy Howard, T.J. Thyne, Lacey Kohl, Nadja Pionilla, Jim Meskimen, Michael Dahlen, David Costabile, Mary Stein, James Ritz, Deep Roy, Jessica Sara, Mason Lucero, Ben Bookbinder, Michaela Gallo, Landry Allbright, Reid Kirchenbauer, Rebecca Chace, Suzanne Krull, Steve Kehela, Lillias White, Rain Pryor, John Alexander, Kevin Isola, Gavin Grazer, Walter Franks, Verne Troyer, Clayton Martinez, Qorianka Kilcher, Caroline Williams, John Short, Grainger Esch, Eva Burkley, Rick Baker, Bill Sturgeon, Mark Setrakian, Jurgen Heimann, Tim Blaney, Bryce Dallas Howard, Charles Croughwell, Frank Welker, Anthony Hopkins, Rachel Bailit, Dean Chambers, Mindy Ferguson, Heather Lea Gerdes, Linda Harmon, Richard Steven Horvitz, Ron Howard, Seth Adam Jones, Tommy Karlsen, Allie McCall, Christopher Metas, Ann Mills, Sloane Momsen, Bonnie Morgan, Danuta Parsons, Carlos Ragas, Frankie Ray, Ellyse Santoro, Robin Kaye Shaw;United States, Germany;01/06/2017;2000;PG;105 min;Comedy, Family, Fantasy;The Grinch decides to rob Whoville of Christmas ? but a dash of kindness from little Cindy Lou Who and her family may be enough to melt his heart.;6,2;222148
211;Movie;Indiana Jones and the Last Crusade;Steven Spielberg;Harrison Ford, Sean Connery, Denholm Elliott, Alison Doody, John Rhys-Davies, Julian Glover, River Phoenix, Michael Byrne, Kevork Malikyan, Robert Eddison, Richard Young, Alexei Sayle, Alex Hyde-White, Paul Maxwell, Isla Blair, Vernon Dobtcheff, J.J. Hardy, Bradley Gregg, Jeff OHaco, Vince Deadrick Sr., Marc Miles, Ted Grossman, Tim Hiser, Larry Sanders, Will Miles, David Murray, Frederick Jaeger, Jerry Harte, Billy J. Mitchell, Martin Gordon, Paul Humpoletz, Tom Branch, Graeme Crowther, Luke Hanson, Chris Jenkinson, Nicola Scott, Louis Sheldon, Stefan Kalipha, Peter Pacey, Pat Roach, Suzanne Roquette, Eugene Lipinski, George Malpas, Julie Eccles, Nina Armstrong, Vic Armstrong, Roy Beck, Dickey Beer, Peter Diamond, Hugh Elton, Albert Evansky, Nick Gillard, Martin Grace, Paul Heasman, Ronald Lacey, Derek Lyons, Paul Markham, Wayne Michaels, Lee Richards, Michael Sheard, Tip Tipping, Chris Webb;United States;01/01/2019;1989;PG-13;127 min;Action, Adventure;Accompanied by his father, Indiana Jones sets off on his third adventure to explore the cradle of civilization on a perilous hunt for the Holy Grail.;8,2;716813
212;Movie;Kingpin;Bobby Farrelly, Peter Farrelly;Woody Harrelson, Randy Quaid, Vanessa Angel, Bill Murray, Chris Elliott, William Jordan, Richard Tyson, Lin Shaye, Zen Gesner, Prudence Wright Holmes, Rob Moran, Daniel Greene, Will Rothhaar, Mark Charpentier, Brad Faxon, Billy Andrade, Paul DeWolf, Jill Lytle, Bill Beauchene, Sayed Badreya, Linda Carola, Monica Shay, Danny Murphy, David Shackelford, Mike Cerrone, Mike Cavallo, Rick Barker, Paul Pelletier, Tom Leasca, Tom Lupo, Jimmy Shay, Hank Brandt, Michael Corrente, Herbie Flynn, Suzan Hughes, Googy Gress, Joe Smokey Krawlicky, Ryan Heggs, William Heggs, Hillary Matthews, Willie Garson, Nancy Frey-Jarecki, Robby Thibeau, Helen Manfull, Terry Mullany, Brian Stuebe, Jim Blake, Chris Spain, Rose Smith-Lotenero, Michele Matheson, Nicholas Greenbury, Andrew Greenbury, Pucky Lippincott, Mark Chief Wasler, Gretchen Treser, Patrick Healy, Sean Gildea, Jackie Flynn, Jonathan Richman, Tommy Larkins, Bob Weeks, Roger Clemens, Libby Langdon, Liza Oxnard, Wallace Lester, Mark Pauperas, Sid Greenbud, Kipp Stroden, Sydney J. Bartholomew Jr., Andre Rosey Brown, Mark Miosky, John Woodin, Gordie Merrick, Steve Gehrke, Clem Franek, Kathy Farrelly, Stacy Lundin, Jonathon Earl Stein, Alex Stohn, Lorri Bagley, Jo Marcus, Cecile Krevoy, Mary Stohn, Steve Tyler, John Stroehman, Lou Consolo, Docky, Elizabeth Jordan, Cynthia Farrelly Gesner, Joanne Wolfe, Danielle Parsons, Jane Pratt, Steven Stabler, Brian Mone, Taryn Chilivis, Lisa Stothard, Melinda Farrelly, Rachel Wagner, Victoria Scott, Joshua Nelson, Kevin OBrien, Nancy Farrelly, Warren Tashjian, Mariann Farrelly, Aggie Byers, John Popper, Don Julio, Kevin Civale, Brian Voss, Mark Roth, Justin Hromek, Ron Palumbi Jr., Parker Bohn III, Randy Pedersen, John Cioffoletti, John Dennis, Chris Schenkel, Chris Berman, Clint Allen, Urge Overkill, Jessica Byers, Julie Byers, Preston Thomas, Jeff Thomas, Morganna, James Sporty Ahern, John Neary, Kenny Griswold, George Bedard, Joe Lewis, George Christy, Brad Norton, Andy Taylor, Scott Gasbarro, Blues Traveler, Denverly Grant, Susan A. Burig, Michelle Meyers, Kim Greene, Paula Gregg, Alfons Kettner, Michael Budge, John-Eliot Jordan, Tommy Jordan, Kelsey Jordan, Shannon Wimer, Joni-Ann Wimer, Mina Javid, Adam I. Wallace, Mike Healy, Jay W. Yowler, David Lane Langford, Danielle Valenciano, Rolf Sigurd Brekke, Beth Mone, Michael Listorti, Robin Gau, David Sullivan, Jane Hill, Jimmy DAndrea, Jimmy Badstibner, Dave Byers, Chris Meyers, Joyce Rover, J.J. Hill, Stephen Allison, Branden Cook, Bob Zampano, Tom Byers, Herman Santiesteban, Ronald Wm. Cowan, Christine Hampton, Scott Williams, Gary Carano, Glenn Carano, Steve Ranger, Tony Amen, David Barckhoff, Joseph Del Giodice, Barret Hackney, Joby Harris, Chan Kinchla, Frederick E. Kowalo, Kristen Kress Parness, BJ Mezek, Herb Santos Jr., Cory A Santos;United States;01/01/2020;1996;PG-13;114 min;Comedy, Sport;After a bowler loses his hand, his career takes a nosedive. That is, until he uncovers the next big thing: an Amish kid named Ishmael.;6,9;80501
213;Movie;Lolita;Adrian Lyne;Jeremy Irons, Melanie Griffith, Frank Langella, Dominique Swain, Suzanne Shepherd, Keith Reddin, Erin J. Dean, Joan Glover, Pat Pierre Perkins, Ed Grady, Michael Goodwin, Angela Paton, Ben Silverstone, Emma Griffiths Malin, Ronald Pickup, Michael Culkin, Annabelle Apsion, Don Brady, Trip Hamilton, Michael Dolan, Hallee Hirsh, Scott Brian Higgs, Mert Hatfield, Chris Jarman, Hudson Lee Long, Jim Grimshaw, Lenore Banks, Dorothy Deavers, Donnie Boswell Sr., Judy Duggan, Margaret Hammonds, Paula Davis, Tim Gallin, Brett Kinard, Cy Fahrenholtz, John Franklyn-Robbins, Kirk Gagnon, Pui Fan Lee, Kathryn Peterson, Ian Schoen, Muse Watson;France, United States;01/11/2019;1962;R;153 min;Drama, Romance;In this black comedy, an English professor marries his landlady to get closer to his forbidden obsession: her teenage daughter.;6,9;55219
214;Movie;Panic Room;David Fincher;Jodie Foster, Kristen Stewart, Forest Whitaker, Dwight Yoakam, Jared Leto, Patrick Bauchau, Ann Magnuson, Ian Buchanan, Andrew Kevin Walker, Paul Schulze, Mel Rodriguez, Richard Conant, Paul Simon, Victor Thrash, Ken Turner, Ty Copeman, Nicole Kidman;United States;01/08/2019;2002;R;112 min;Crime, Drama, Thriller;A woman and her daughter are caught in a game of cat-and-mouse with burglars in their New York City home and are forced to retreat inside a vault.;6,8;268729
215;Movie;Mujhse Shaadi Karogi;David Dhawan;Salman Khan, Akshay Kumar, Priyanka Chopra Jonas, Amrish Puri, Rajpal Yadav, Satish Shah, Supriya Karnik, Kader Khan, Rekha Rao, Shashikala, Upasna Singh, Amrita Arora, Dinyar Contractor, Parth Dave, Kurush Deboo, Kapil Dev, Mushtaq Khan, Prasoon Narayan, Shefali Zariwala, Mohammad Kaif, Ashish Nehra, Parthiv Ajay Patel, Irfan Pathan, Navjot Singh Sidhu, Harbhajan Singh, Javagal Srinath;India;31/12/2019;2004;TV-PG;158 min;Comedy, Romance;Samir must overcome a hostile horoscope, a hot temper and a determined rival to win the heart of Rani, the love of his life.;6,7;14727
216;Movie;Night Moves;Arthur Penn;Gene Hackman, Jennifer Warren, Edward Binns, Harris Yulin, Kenneth Mars, Janet Ward, James Woods, Anthony Costello, John Crawford, Melanie Griffith, Ben Archibek, Dennis Dugan, C.J. Hincks, Max Gail, Susan Barrister, Larry Mitchell, Susan Clark, Phil Altman, Neil Brooks Cunningham, Michael Ebert, Louie Elias, Ren? Enrðquez, Avril Gentles, Tim Haldeman, Carey Loftin, John Moio, Victor Paul, Christopher Riordan, Sandra Seacat, Bob Templeton, Jacque E. Wallace, Fred Waugh;United States;30/06/2019;2013;R;113 min;Crime, Drama, Mystery, Thriller;A pair of young environmentalists enlist the help of an ex-military explosives expert to carry out a dangerous act of eco-terrorism.;7,1;13543
217;Movie;National Treasure;Jon Turteltaub;Nicolas Cage, Diane Kruger, Justin Bartha, Sean Bean, Jon Voight, Harvey Keitel, Christopher Plummer, David Dayan Fisher, Stewart Finlay-McLennan, Oleg Taktarov, Stephen A. Pope, Annie Parisse, Mark Pellegrino, Armando Riesco, Erik King, Don McManus, Ron Canada, Hunter Gomez, Deborah Yates, Arabella Field, Sharon Wilkins, Alexandra Balahoutis, Dahn Ballard, Yves Beneche, Jason Earles, Terrence Currier, Rod McLachlan, Elizabeth Greenberg, Jody Halse, Liam Noble, Joshua Bitton, Michael Russo, Fern D. Baguidy Jr., Thomas Q. Morris, Antony Alda, John Travis, Michael Ahl, Heidi Albertsen, Brian Eric Alexander, Adriana Alveario, Frank Anello, Michael Arthur, Matthew Ballistreri, Nick Benson, James Biberi, Gavin Black, David Block, Jackson Bolt, Brooke Bonder, Ted Borodaeff, Brittany L. Carmichael, Louis Centanni, Chrismandu, Kym Cohen, Ty Copeman, Blaze Kelly Coyle, Colleen Dengel, Suzanne Dengel, Christian Dorsey, Sharif El-Mahdi, Alexander Emmert, Roland Gomez, Cleve Gray, Rodney J. Hobbs, Yoshi Jenkins, Basil Kershner, Kirk Lambert, Jenni Lileikis, Tony Luke Jr., Christina Mahon, Ronald McAdams, Chris McMullin, Neal Orion, David Peters, Vito Pietanza, Joe Rampino, Leo Rogstad, Jonathon Ruckman, Tony Sagastizado I, Richard Serlen, Kyle Shaw, Robert Shepherd, Deborah S. Smith, Keyon Smith, Joe Sperandeo, Tony Swift, Sheila Thomas, Ryan Tygh, Rodney West, Ron T. Young;United States;01/06/2018;2004;PG;131 min;Action, Adventure, Mystery, Thriller;Modern treasure hunters search for a chest of riches rumored to have been stashed away by George Washington, Thomas Jefferson and Benjamin Franklin.;6,9;315103
218;Movie;New York Minute;Dennie Gordon;Ashley Olsen, Mary-Kate Olsen, Eugene Levy, Andy Richter, Riley Smith, Jared Padalecki, Drew Pinsky, Darrell Hammond, Andrea Martin, Alannah Ong, Mary Bond Davis, Bob Saget, Jack Osbourne, Joey Klein, Neil Crone, Jonathan Wilson, Boyd Banks, Silver Kim, Conrad Bergschneider, Robert Williams, Dominic Cuzzocrea, Suresh John, Kent Staines, H. Jon Benjamin, Frank Bonsangue, Jo Chim, Lindsay Leese, Pierre Bouvier, Chuck Comeau, Sebastien Lefebvre, David Desrosiers, Jeff Stinco, Alison Northcott, Bal˜zs Ko«s, Trip Phoenix, Philip Drube, Kenny Robinson, Todd Schroeder, Colin Penson, Damon DOliveira, Eric Woolfe, Warren Belle, Arnold Pinnock, Tasha Ricketts, Stephanie Samuels, Marsha Williams, Olunike Adeliyi, Donna Marie Christie, Jamila Fleming, Shakira Harper, Lurline Lucas, Faustina Owusu-Ansah, John Hemphill, Kathleen Laskey, Garen Boyajian, Jasbir Mann, Maggie Butterfield, Gala, Krissy, Frank Welker, The Naked Cowboy;United States;01/01/2020;2004;PG;91 min;Comedy, Crime, Family, Romance;When bickering teenage twins accidentally land in the middle of a criminal operation, theyll have to work together to get themselves out of trouble.;5;22719
219;Movie;Sangam;Raj Kapoor;Raj Kapoor, Rajendra Kumar, Vyjayanthimala, Iftekhar, Raj Mehra, Nana Palsikar, Lalita Pawar, Achala Sachdev, Hari Shivdasani, Amod Mehra, Tina Misquitta;India;31/12/2019;1964;TV-14;228 min;Drama, Musical, Romance;Returning home from war after being assumed dead, a pilot weds the woman he has long loved, unaware that she had been planning to marry his best friend.;7,5;1676
220;Movie;Paid in Full;Charles Stone III;Wood Harris, Mekhi Phifer, Kevin Carroll, Esai Morales, Chi McBride, Camron, Remo Greene, Cynthia Martells, Elise Neal, Regina Hall, Joyce Walker, Ron Cephas Jones, Nelson Tynes, Karen Andrew, Pedro Salvðn, Ramon Marroquin, The World Famous *BoB*, Jonas Chernick, Wes Williams, Rufus Crawford, Jason Burke, K.C. Collins, Geoffrey Antoine, Arnold Pinnock, Tyson Hall, Flash, Martin Roach, N.O.R.E., Jess Mal Gibbons, Rohan Waugh, Raven Dauda, Eduardo G«mez, Anthony Clark, Michael Pope, Busy Bee, Doug E. Fresh, Khalida Outlaw, Terrance Telfair, Derrick Simmons, Damon Dash, Jamie Hector, Hassan Johnson, Tobias Truvillion, Jermaine Lloyd, Hakan Coskuner, Quonta Beasley, Angie Martinez, Robert Mauzell, Charles Stone III;United States;01/11/2019;2002;R;98 min;Action, Crime, Drama;This fictionalized account of three real-life notorious Harlem drug dealers is told in flashbacks as they plunge into the world of hustling.;7,1;11697
221;Movie;The Cell;Tarsem Singh;Jennifer Lopez, Colton James, Dylan Baker, Marianne Jean-Baptiste, Gerry Becker, Musetta Vander, Patrick Bauchau, Vincent DOnofrio, Catherine Sutherland, Vince Vaughn, James Gammon, Jake Weber, Dean Norris, Tara Subkoff, Lauri Johnson, John Cothran, Jack Conley, Kamar de los Reyes, Christopher Janney, Nicholas Cascone, Joe La Piana, Pruitt Taylor Vince, Jake Thomas, Kim Chizevsky-Nicholls, Jennifer Day, Alanna Vicente, Aja Echols, Vanessa Branch, Elena Maddalo, Gareth Williams, Glenda Chism, Monica Lacy, Joy Creel, Leanna Creel, Alan D. Purwin, Tim, Roger Ferreira, Calvi Pabon, Peter Sarsgaard;United States, Germany;13/06/2019;2017;TV-MA;126 min;Crime, Horror, Sci-Fi, Thriller;A special operations officer vows to get revenge against the terrorist who killed his friend in a brutal attack.;6,4;99496
222;Movie;The Little Mermaid;Robert Iscove;Pam Dawber, Helen Mirren, Treat Williams, Karen Black, Brian Dennehy, Donna McKechnie, Laraine Newman, Guy Boyd, Geoff Hoyle, Carinthia West, Shawn Erler, Shelley Duvall, John Achorn, Patrick DeSantis;United States;01/12/2018;2018;PG;85 min;Adventure, Comedy, Family, Fantasy;In this take on the classic tale, a captive circus mermaid transforms the lives of a skeptical journalist and his wide-eyed young sister.;7,1;147
223;Movie;The Phantom of the Opera;Joel Schumacher;Gerard Butler, Emmy Rossum, Patrick Wilson, Miranda Richardson, Minnie Driver, Ciar˜n Hinds, Simon Callow, Victor McGuire, Jennifer Ellison, Murray Melvin, Kevin McNally, James Fleet, Imogen Bain, Miles Western, Judith Paris, Halcro Johnston, Paul Brooke, Oliver Chopping, Alison Skilbeck, Lee Sellers, Ramin Karimloo, Chris Overton, Jesika Cannon, Annabel Porter, Laura Hounsom, Lorraine Stewart, Lucy Casson, Jonathan D. Ellis, Jose Tirado, David Langham, Sebastien Torkia, Chris Jarvis, Liesl Dowsett, Greet Botterman, Kirsty Tapp, Amy Lawson, Tess Cunningham, Kathryn Dunn, Pia Driver, Sophia Hurdley, Elena Buda, Mark Carroll, Brian Wheeler, Terry Kelly, David Arneil, John Griffiths, Graham McDuff, Tricia Deighton, Mandy Holliday, Jackie Marks, Sophie-Louise Dann, Valerie Cutko, Julia Worsley, Margaret Preece, Annalene Beechey, Lucy Potter, Remy Martyn, Richard Bayliss, Andrew Charles Corbett, Ralph Broadbent, Damien Lee Stirk, Alexander Cameron, Pascal Langdale, Paul Costin, Carlos Otera, Matthew Draper, Annika Strandberg, Ben Gant, Beth Sheather, Jonathon Hill, Isabel Lesto, Sarah Frasca, Timothy Kipling, Sandra Eloani, Jonathon Kitchen, Ruben Halse, Tristan Keyte, Damian Jones, Michael Mansbridge, Jeff Moore, Vanessa Perroncel, Lea Jerova, Julian Poole, Rebekah Dobbins, James Pullman, Lee Chapman, Robert Purvis, Gavin Lee, Dave Tosh, Rod Buchanan, Chris Worsey, Ashley Wallen, Adam Pudney, Ben Garner, Blake Clayfield, Damien Delaney, Marcus Tesch, Michael Small, Milo Miles, Nathan Clark, Stephen B. White, Stephen Berkeley, Kasper Cornish, Philip Catchpole, Ryan Jenkins, Gavin Wilkinson, Alec Mann, Scott Wyer, Paul Micha, Clinton Goldsmith, Andrew Corbett, Luis Gallo Mudarra, Damien Jackson, Tom Tanscy, Luke Jackson, Aaron Sillis, Melanie Perks, Lorena Randi, Lisa Stevens, Rachael Crocker, Julia Florimo, Caroline Lynn, Joanna Woodliffe, Marilena Nicolaou, Joanna Ernest, Georgina Hagerty, Simone De La Rue, Claire Goodman, Gem Collingwood, Maddy G. Harris, Juliet Gough, Deborah Bundy, Pippa Raine, Leigh Daniels, Gabriel Noble, Maryam Pourian, Candice Evans, Janine Davis, Bethany Elliot, Dawn Collins, Max Thomas;United Kingdom;01/06/2019;2004;PG-13;141 min;Drama, Musical, Romance, Thriller;In 1870, a disfigured recluse roams beneath a Parisian opera house and takes under his wing a young soprano, with whom a love triangle develops.;7,2;118962
